username,tweetcreatedts,text,cleansing,case folding,normalisasi,tokenizing,filtering,stemming,tweet_english,Score,label_class
hariankompas,2023-01-17 06:17:25+00:00,"Direktorat Lalu Lintas Polda Metro Jaya melakukan rekayasa lalu lintas di sekitar Gedung DPR untuk mengantisipasi kemacetan akibat demo ribuan kepala desa yang menuntut perpanjangan masa jabatan, Selasa (17/1/2023).

https://t.co/lHI8Jk3YPv

 #Metropolitan #AdadiKompas",Direktorat Lalu Lintas Polda Metro Jaya melakukan rekayasa lalu lintas di sekitar Gedung DPR untuk mengantisipasi kemacetan akibat demo ribuan kepala desa yang menuntut perpanjangan masa jabatan Selasa,direktorat lalu lintas polda metro jaya melakukan rekayasa lalu lintas di sekitar gedung dpr untuk mengantisipasi kemacetan akibat demo ribuan kepala desa yang menuntut perpanjangan masa jabatan selasa,direktorat lalu lintas polda metro jaya melakukan rekayasa lalu lintas di sekitar gedung dpr untuk mengantisipasi kemacetan akibat demo ribuan kepala desa yang menuntut perpanjangan masa jabatan selasa,"['direktorat', 'lalu', 'lintas', 'polda', 'metro', 'jaya', 'melakukan', 'rekayasa', 'lalu', 'lintas', 'di', 'sekitar', 'gedung', 'dpr', 'untuk', 'mengantisipasi', 'kemacetan', 'akibat', 'demo', 'ribuan', 'kepala', 'desa', 'yang', 'menuntut', 'perpanjangan', 'masa', 'jabatan', 'selasa']","['direktorat', 'lintas', 'polda', 'metro', 'jaya', 'rekayasa', 'lintas', 'gedung', 'dpr', 'mengantisipasi', 'kemacetan', 'akibat', 'demo', 'ribuan', 'kepala', 'desa', 'menuntut', 'perpanjangan', 'jabatan', 'selasa']","['direktorat', 'lintas', 'polda', 'metro', 'jaya', 'rekayasa', 'lintas', 'gedung', 'dpr', 'antisipasi', 'macet', 'akibat', 'demo', 'ribu', 'kepala', 'desa', 'tuntut', 'panjang', 'jabat', 'selasa']","['directorate', 'cross', 'polda', 'metro', 'jaya', 'engineering', 'cross', 'building', 'dpr', 'anticipation', 'jammed', 'result', ' demo', 'thousand', 'head', 'village', 'demand', 'long', 'shake', 'Tuesday']",-0.2023,Negative
indo_dailynet,2023-01-17 06:09:24+00:00,"Mereka menuntut perpanjangan masa jabatan kepala desa yang sebelumnya enam tahun menjadi sembilan tahun.

Wakil Ketua DPR Sufmi Dasco Ahmad sempat menemui langsung massa kepala desa. Ia menjanjikan audiensi perwakilan massa aksi dengan Baleg DPR siang nanti.",Mereka menuntut perpanjangan masa jabatan kepala desa yang sebelumnya enam tahun menjadi sembilan tahun Wakil Ketua DPR Sufmi Dasco Ahmad sempat menemui langsung massa kepala desa Ia menjanjikan audiensi perwakilan massa aksi dengan Baleg DPR siang nanti,mereka menuntut perpanjangan masa jabatan kepala desa yang sebelumnya enam tahun menjadi sembilan tahun wakil ketua dpr sufmi dasco ahmad sempat menemui langsung massa kepala desa ia menjanjikan audiensi perwakilan massa aksi dengan baleg dpr siang nanti,mereka menuntut perpanjangan masa jabatan kepala desa yang sebelumnya enam tahun menjadi sembilan tahun wakil ketua dpr sufmi dasco ahmad sempat menemui langsung massa kepala desa ia menjanjikan audiensi perwakilan massa aksi dengan baleg dpr siang nanti,"['mereka', 'menuntut', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'yang', 'sebelumnya', 'enam', 'tahun', 'menjadi', 'sembilan', 'tahun', 'wakil', 'ketua', 'dpr', 'sufmi', 'dasco', 'ahmad', 'sempat', 'menemui', 'langsung', 'massa', 'kepala', 'desa', 'ia', 'menjanjikan', 'audiensi', 'perwakilan', 'massa', 'aksi', 'dengan', 'baleg', 'dpr', 'siang', 'nanti']","['menuntut', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'enam', 'sembilan', 'wakil', 'ketua', 'dpr', 'sufmi', 'dasco', 'ahmad', 'menemui', 'langsung', 'massa', 'kepala', 'desa', 'menjanjikan', 'audiensi', 'perwakilan', 'massa', 'aksi', 'baleg', 'dpr', 'siang']","['tuntut', 'panjang', 'jabat', 'kepala', 'desa', 'enam', 'sembilan', 'wakil', 'ketua', 'dpr', 'sufmi', 'dasco', 'ahmad', 'temu', 'langsung', 'massa', 'kepala', 'desa', 'janji', 'audiensi', 'wakil', 'massa', 'aksi', 'baleg', 'dpr', 'siang']","['demand', 'long', 'shake', 'head', 'village', 'six', 'nine', 'deputy', 'chairman', 'dpr', 'sufmi', 'dasco', ' ahmad', 'meeting', 'direct', 'mass', 'head', 'village', 'promise', 'audience', 'representative', 'mass', 'action', 'baleg', 'dpr' , 'Afternoon']",0.0258,Netral
perjalanandiaz,2023-01-17 06:08:38+00:00,Pada ngerti gak kenapa Kepala Desa sampai ngotot pengen masa jabatan nya nambah dari 6 tahun jadi 9 tahun?? #aslinanya https://t.co/bddeS4bZwD,Pada ngerti gak kenapa Kepala Desa sampai ngotot pengen masa jabatan nya nambah dari tahun jadi tahun,pada ngerti gak kenapa kepala desa sampai ngotot pengen masa jabatan nya nambah dari tahun jadi tahun,pada mengerti enggak kenapa kepala desa sampai ngotot pengin masa jabatan nya bertambah dari tahun jadi tahun,"['pada', 'mengerti', 'enggak', 'kenapa', 'kepala', 'desa', 'sampai', 'ngotot', 'pengin', 'masa', 'jabatan', 'nya', 'bertambah', 'dari', 'tahun', 'jadi', 'tahun']","['mengerti', 'kepala', 'desa', 'ngotot', 'pengin', 'jabatan', 'nya', 'bertambah']","['erti', 'kepala', 'desa', 'ngotot', 'pengin', 'jabat', 'nya', 'tambah']","['mean', 'head', 'village', 'insist', 'want', 'position', 'its', 'plus']",0.0772,Positif
Bisniscom,2023-01-17 06:07:35+00:00,"Ribuan Kepala Desa Demo di DPR, Tuntut Masa Jabatan 9 Tahun https://t.co/Cg6QD8sKpv",Ribuan Kepala Desa Demo di DPR Tuntut Masa Jabatan Tahun,ribuan kepala desa demo di dpr tuntut masa jabatan tahun,ribuan kepala desa demo di dpr tuntut masa jabatan tahun,"['ribuan', 'kepala', 'desa', 'demo', 'di', 'dpr', 'tuntut', 'masa', 'jabatan', 'tahun']","['ribuan', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabatan']","['ribu', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabat']","['thousand', 'head', 'village', 'demonstration', 'dpr', 'demand', 'position']",-0.0258,Netral
sdytea,2023-01-17 06:03:01+00:00,"@CNNIndonesia Akhirnya nanti semua pejabat di tepublik ini dari presiden sampai kepala desa, bahkan ketua rt menuntut perpanjangan masa jabatan. War biasaah....",Akhirnya nanti semua pejabat di tepublik ini dari presiden sampai kepala desa bahkan ketua rt menuntut perpanjangan masa jabatan War biasaah,akhirnya nanti semua pejabat di tepublik ini dari presiden sampai kepala desa bahkan ketua rt menuntut perpanjangan masa jabatan war biasaah,akhirnya nanti semua pejabat di tepublik ini dari presiden sampai kepala desa bahkan ketua rt menuntut perpanjangan masa jabatan war biasaah,"['akhirnya', 'nanti', 'semua', 'pejabat', 'di', 'tepublik', 'ini', 'dari', 'presiden', 'sampai', 'kepala', 'desa', 'bahkan', 'ketua', 'rt', 'menuntut', 'perpanjangan', 'masa', 'jabatan', 'war', 'biasaah']","['pejabat', 'tepublik', 'presiden', 'kepala', 'desa', 'ketua', 'rt', 'menuntut', 'perpanjangan', 'jabatan', 'war', 'biasaah']","['jabat', 'tepublik', 'presiden', 'kepala', 'desa', 'ketua', 'rt', 'tuntut', 'panjang', 'jabat', 'war', 'biasaah']","['position', 'tepublic', 'president', 'head', 'village', 'chairman', 'rt', 'demand', 'long', 'position', 'war', 'ordinary']",-0.6597,Negative
AdjiEins,2023-01-17 05:59:52+00:00,Demo Kepala Desa Seluruh Indonesia di DPR: Minta Masa Jabatan Diperpanjang Jadi 9 Tahun https://t.co/nojPj8qc61,Demo Kepala Desa Seluruh Indonesia di DPR Minta Masa Jabatan Diperpanjang Jadi Tahun,demo kepala desa seluruh indonesia di dpr minta masa jabatan diperpanjang jadi tahun,demo kepala desa seluruh indonesia di dpr meminta masa jabatan diperpanjang jadi tahun,"['demo', 'kepala', 'desa', 'seluruh', 'indonesia', 'di', 'dpr', 'meminta', 'masa', 'jabatan', 'diperpanjang', 'jadi', 'tahun']","['demo', 'kepala', 'desa', 'indonesia', 'dpr', 'jabatan', 'diperpanjang']","['demo', 'kepala', 'desa', 'indonesia', 'dpr', 'jabat', 'panjang']","['demo', 'head', 'village', 'Indonesia', 'dpr', 'position', 'long']",0.0,Netral
QaillaAsyiqah,2023-01-17 05:53:11+00:00,"Anggota Komisi V DPR RI bersama Ketua Baleg DPR RI &amp; Pimpinan DPR RI menemui para Kepala Desa yg melakukan Aksi.. (17/Jan/2023)

Tuntutan para Kepala Desa terkait dengan revisi Undang-Undang Nomor 6 Tahun 2014 adalah terkait dengan masa jabatan kepala desa.. https://t.co/wGdZBiRwRq",Anggota Komisi  DPR RI bersama Ketua Baleg DPR RI amp Pimpinan DPR RI menemui para Kepala Desa yg melakukan Aksi Jan Tuntutan para Kepala Desa terkait dengan revisi Undang Undang Nomor Tahun adalah terkait dengan masa jabatan kepala desa,anggota komisi  dpr ri bersama ketua baleg dpr ri amp pimpinan dpr ri menemui para kepala desa yg melakukan aksi jan tuntutan para kepala desa terkait dengan revisi undang undang nomor tahun adalah terkait dengan masa jabatan kepala desa,anggota komisi dpr ri bersama ketua baleg dpr ri amp pimpinan dpr ri menemui para kepala desa yang melakukan aksi jangan tuntutan para kepala desa terkait dengan revisi undang undang nomor tahun adalah terkait dengan masa jabatan kepala desa,"['anggota', 'komisi', 'dpr', 'ri', 'bersama', 'ketua', 'baleg', 'dpr', 'ri', 'amp', 'pimpinan', 'dpr', 'ri', 'menemui', 'para', 'kepala', 'desa', 'yang', 'melakukan', 'aksi', 'jangan', 'tuntutan', 'para', 'kepala', 'desa', 'terkait', 'dengan', 'revisi', 'undang', 'undang', 'nomor', 'tahun', 'adalah', 'terkait', 'dengan', 'masa', 'jabatan', 'kepala', 'desa']","['anggota', 'komisi', 'dpr', 'ri', 'ketua', 'baleg', 'dpr', 'ri', 'amp', 'pimpinan', 'dpr', 'ri', 'menemui', 'kepala', 'desa', 'aksi', 'tuntutan', 'kepala', 'desa', 'terkait', 'revisi', 'undang', 'undang', 'nomor', 'terkait', 'jabatan', 'kepala', 'desa']","['anggota', 'komisi', 'dpr', 'ri', 'ketua', 'baleg', 'dpr', 'ri', 'amp', 'pimpin', 'dpr', 'ri', 'temu', 'kepala', 'desa', 'aksi', 'tuntut', 'kepala', 'desa', 'kait', 'revisi', 'undang', 'undang', 'nomor', 'kait', 'jabat', 'kepala', 'desa']","['member', 'commission', 'dpr', 'ri', 'chairman', 'baleg', 'dpr', 'ri', 'amp', 'lead', 'dpr', 'ri', ' meeting', 'head', 'village', 'action', 'demand', 'head', 'village', 'hook', 'revision', 'invite', 'invite', 'number', 'hook' , 'shape', 'head', 'village']",0.25,Positif
QaillaAsyiqah,2023-01-17 05:53:01+00:00,Aksi ribuan Perkumpulan Aparatur Pemerintah Desa Seluruh Indonesia (Papdesi) di depan gedung DPR RI Jakarta | Massa menuntut masa jabatan kepala desa diubah dari 6 tahun menjadi 9 tahuan.. (17/Jan/2023) https://t.co/80aYXIf8qt,Aksi ribuan Perkumpulan Aparatur Pemerintah Desa Seluruh Indonesia Papdesi di depan gedung DPR RI Jakarta Massa menuntut masa jabatan kepala desa diubah dari tahun menjadi tahuan Jan,aksi ribuan perkumpulan aparatur pemerintah desa seluruh indonesia papdesi di depan gedung dpr ri jakarta massa menuntut masa jabatan kepala desa diubah dari tahun menjadi tahuan jan,aksi ribuan perkumpulan aparatur pemerintah desa seluruh indonesia papdesi di depan gedung dpr ri jakarta massa menuntut masa jabatan kepala desa diubah dari tahun menjadi tahuan jangan,"['aksi', 'ribuan', 'perkumpulan', 'aparatur', 'pemerintah', 'desa', 'seluruh', 'indonesia', 'papdesi', 'di', 'depan', 'gedung', 'dpr', 'ri', 'jakarta', 'massa', 'menuntut', 'masa', 'jabatan', 'kepala', 'desa', 'diubah', 'dari', 'tahun', 'menjadi', 'tahuan', 'jangan']","['aksi', 'ribuan', 'perkumpulan', 'aparatur', 'pemerintah', 'desa', 'indonesia', 'papdesi', 'gedung', 'dpr', 'ri', 'jakarta', 'massa', 'menuntut', 'jabatan', 'kepala', 'desa', 'diubah', 'tahuan']","['aksi', 'ribu', 'kumpul', 'aparatur', 'perintah', 'desa', 'indonesia', 'papdesi', 'gedung', 'dpr', 'ri', 'jakarta', 'massa', 'tuntut', 'jabat', 'kepala', 'desa', 'ubah', 'tahu']","['action', 'thousand', 'gathering', 'apparatus', 'command', 'village', 'Indonesia', 'papdesi', 'building', 'dpr', 'ri', 'jakarta', ' mass', 'demand', 'shake', 'head', 'village', 'change', 'know']",-0.296,Negative
beritajatimcom,2023-01-17 05:40:33+00:00,"Kades se-Indonesia Tuntut Perpanjangan Masa Jabatan Jadi 9 Tahun.

Jakarta (https://t.co/ksziGGp1k3) – Ribuan kepala desa (kades) se-Indonesia berunjuk rasa di depan Gedung DPR RI, Senayan,… https://t.co/A2xrIxfbgl #PolitikPemerintahan #jakarta #Kadesdemo via @beritajatimcom",Kades se Indonesia Tuntut Perpanjangan Masa Jabatan Jadi Tahun Jakarta Ribuan kepala desa kades se Indonesia berunjuk rasa di depan Gedung DPR RI Senayan via,kades se indonesia tuntut perpanjangan masa jabatan jadi tahun jakarta ribuan kepala desa kades se indonesia berunjuk rasa di depan gedung dpr ri senayan via,kades se indonesia tuntut perpanjangan masa jabatan jadi tahun jakarta ribuan kepala desa kades se indonesia berunjuk rasa di depan gedung dpr ri senayan via,"['kades', 'se', 'indonesia', 'tuntut', 'perpanjangan', 'masa', 'jabatan', 'jadi', 'tahun', 'jakarta', 'ribuan', 'kepala', 'desa', 'kades', 'se', 'indonesia', 'berunjuk', 'rasa', 'di', 'depan', 'gedung', 'dpr', 'ri', 'senayan', 'via']","['kades', 'indonesia', 'tuntut', 'perpanjangan', 'jabatan', 'jakarta', 'ribuan', 'kepala', 'desa', 'kades', 'indonesia', 'berunjuk', 'gedung', 'dpr', 'ri', 'senayan', 'via']","['kades', 'indonesia', 'tuntut', 'panjang', 'jabat', 'jakarta', 'ribu', 'kepala', 'desa', 'kades', 'indonesia', 'unjuk', 'gedung', 'dpr', 'ri', 'senayan', 'via']","['head of village', 'indonesia', 'demand', 'long', ' shook', 'jakarta', 'thousand', 'head', 'village', 'kades', 'indonesia', 'show', ' building', 'dpr', 'ri', 'senayan', 'via']",-0.2263,Negative
Muhamad74464417,2023-01-17 05:31:57+00:00,"@tvOneNews Pernah bc th 2021,bahwa akan ada demo seluruh kepala desa seindonesia menuntut perpnjngn masa jabatan presiden.
Ehh bener aja .",Pernah bc th bahwa akan ada demo seluruh kepala desa seindonesia menuntut perpnjngn masa jabatan presiden Ehh bener aja,pernah bc th bahwa akan ada demo seluruh kepala desa seindonesia menuntut perpnjngn masa jabatan presiden ehh bener aja,pernah baca tahun bahwa akan ada demo seluruh kepala desa seindonesia menuntut perpnjngn masa jabatan presiden eh benar saja,"['pernah', 'baca', 'tahun', 'bahwa', 'akan', 'ada', 'demo', 'seluruh', 'kepala', 'desa', 'seindonesia', 'menuntut', 'perpnjngn', 'masa', 'jabatan', 'presiden', 'eh', 'benar', 'saja']","['baca', 'demo', 'kepala', 'desa', 'seindonesia', 'menuntut', 'perpnjngn', 'jabatan', 'presiden', 'eh']","['baca', 'demo', 'kepala', 'desa', 'indonesia', 'tuntut', 'perpnjngn', 'jabat', 'presiden', 'eh']","['read', 'demo', 'head', 'village', 'Indonesia', 'demand', 'extension', 'position', 'president', 'by']",-0.128,Negative
MajalahFive,2023-01-17 05:31:36+00:00,Wakil Ketua DPR Temui Masa Kepala Desa Demo DPR Tuntut Masa Jabatan 9 Tahun https://t.co/Ga40dix2Q0,Wakil Ketua DPR Temui Masa Kepala Desa Demo DPR Tuntut Masa Jabatan Tahun,wakil ketua dpr temui masa kepala desa demo dpr tuntut masa jabatan tahun,wakil ketua dpr temui masa kepala desa demo dpr tuntut masa jabatan tahun,"['wakil', 'ketua', 'dpr', 'temui', 'masa', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'masa', 'jabatan', 'tahun']","['wakil', 'ketua', 'dpr', 'temui', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabatan']","['wakil', 'ketua', 'dpr', 'temu', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabat']","['deputy', 'chairman', 'dpr', 'meeting', 'head', 'village', 'demo', 'dpr', 'demand', 'position']",-0.128,Negative
BianconerriI,2023-01-17 05:28:33+00:00,"Kades yang tergabung dalam paguyuban Kepala Desa Bersatu demo ke gedung DPR RI Senayan Jakarta {17/1}
Aksi mereka meminta perpanjangan masa jabatan dari 6 tahun menjadi 9 tahun.. https://t.co/cUoh6QksvZ",Kades yang tergabung dalam paguyuban Kepala Desa Bersatu demo ke gedung DPR RI Senayan Jakarta Aksi mereka meminta perpanjangan masa jabatan dari tahun menjadi tahun,kades yang tergabung dalam paguyuban kepala desa bersatu demo ke gedung dpr ri senayan jakarta aksi mereka meminta perpanjangan masa jabatan dari tahun menjadi tahun,kades yang tergabung dalam paguyuban kepala desa bersatu demo ke gedung dpr ri senayan jakarta aksi mereka meminta perpanjangan masa jabatan dari tahun menjadi tahun,"['kades', 'yang', 'tergabung', 'dalam', 'paguyuban', 'kepala', 'desa', 'bersatu', 'demo', 'ke', 'gedung', 'dpr', 'ri', 'senayan', 'jakarta', 'aksi', 'mereka', 'meminta', 'perpanjangan', 'masa', 'jabatan', 'dari', 'tahun', 'menjadi', 'tahun']","['kades', 'tergabung', 'paguyuban', 'kepala', 'desa', 'bersatu', 'demo', 'gedung', 'dpr', 'ri', 'senayan', 'jakarta', 'aksi', 'perpanjangan', 'jabatan']","['kades', 'gabung', 'paguyuban', 'kepala', 'desa', 'satu', 'demo', 'gedung', 'dpr', 'ri', 'senayan', 'jakarta', 'aksi', 'panjang', 'jabat']","['kades', 'join', 'paguyuban', 'head', 'village', 'one', 'demo', 'building', 'dpr', 'ri', 'senayan', 'jakarta', ' action', 'long', 'shake']",0.128,Positif
beritajatimcom,2023-01-17 05:24:03+00:00,"Geruduk DPR, Para Kades Suarakan Revisi Masa Jabatan.

Ponorogo (https://t.co/ksziGGp1k3) – Kepala desa (kades) dari seluruh Indonesia hari ini menggelar demonstrasi damai di depan Gedung… https://t.co/ikKfubuHdU #Peristiwa #kades #masajabatankades #Ponorogo via @beritajatimcom",Geruduk DPR Para Kades Suarakan Revisi Masa Jabatan Ponorogo Kepala desa kades dari seluruh Indonesia hari ini menggelar demonstrasi damai di depan Gedung via,geruduk dpr para kades suarakan revisi masa jabatan ponorogo kepala desa kades dari seluruh indonesia hari ini menggelar demonstrasi damai di depan gedung via,geruduk dpr para kades suarakan revisi masa jabatan ponorogo kepala desa kades dari seluruh indonesia hari ini menggelar demonstrasi damai di depan gedung via,"['geruduk', 'dpr', 'para', 'kades', 'suarakan', 'revisi', 'masa', 'jabatan', 'ponorogo', 'kepala', 'desa', 'kades', 'dari', 'seluruh', 'indonesia', 'hari', 'ini', 'menggelar', 'demonstrasi', 'damai', 'di', 'depan', 'gedung', 'via']","['geruduk', 'dpr', 'kades', 'suarakan', 'revisi', 'jabatan', 'ponorogo', 'kepala', 'desa', 'kades', 'indonesia', 'menggelar', 'demonstrasi', 'damai', 'gedung', 'via']","['geruduk', 'dpr', 'kades', 'suara', 'revisi', 'jabat', 'ponorogo', 'kepala', 'desa', 'kades', 'indonesia', 'gelar', 'demonstrasi', 'damai', 'gedung', 'via']","['geruduk', 'dpr', 'head of village', 'voice', 'revision', 'position', 'ponorogo', 'head', 'village', 'kades', 'indonesia', 'title', ' demonstration', 'peace', 'building', 'via']",0.5994,Positif
WartaEkonomi,2023-01-17 05:15:01+00:00,Mendes PDTT Usulkan Masa Jabatan Kepala Desa Jadi 9 Tahun dalam Satu Periode https://t.co/YJjM9kKUP4,Mendes PDTT Usulkan Masa Jabatan Kepala Desa Jadi Tahun dalam Satu Periode,mendes pdtt usulkan masa jabatan kepala desa jadi tahun dalam satu periode,mendes pdtt usulkan masa jabatan kepala desa jadi tahun dalam satu periode,"['mendes', 'pdtt', 'usulkan', 'masa', 'jabatan', 'kepala', 'desa', 'jadi', 'tahun', 'dalam', 'satu', 'periode']","['mendes', 'pdtt', 'usulkan', 'jabatan', 'kepala', 'desa', 'periode']","['mendes', 'pdtt', 'usul', 'jabat', 'kepala', 'desa', 'periode']","['mendes', 'pdtt', 'proposal', 'position', 'head', 'village', 'period']",0.0,Netral
merdekadotcom,2023-01-17 05:10:03+00:00,"Ribuan Kepala Desa Demo Depan DPR, Tuntut Masa Jabatan Diperpanjang jadi 9 Tahun https://t.co/EXqXXLebyW",Ribuan Kepala Desa Demo Depan DPR Tuntut Masa Jabatan Diperpanjang jadi Tahun,ribuan kepala desa demo depan dpr tuntut masa jabatan diperpanjang jadi tahun,ribuan kepala desa demo depan dpr tuntut masa jabatan diperpanjang jadi tahun,"['ribuan', 'kepala', 'desa', 'demo', 'depan', 'dpr', 'tuntut', 'masa', 'jabatan', 'diperpanjang', 'jadi', 'tahun']","['ribuan', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabatan', 'diperpanjang']","['ribu', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabat', 'panjang']","['thousand', 'head', 'village', 'demo', 'dpr', 'demand', 'position', 'long']",-0.128,Negative
cityguide911fm,2023-01-17 05:08:28+00:00,Ribuan kepala desa melakukan aksi demo di depan Gedung DPR RI Jakarta Selasa (17/1). Mereka meminta pemerintah merevisi aturan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun per periode. (adm) https://t.co/TbVaQokKSL,Ribuan kepala desa melakukan aksi demo di depan Gedung DPR RI Jakarta Selasa Mereka meminta pemerintah merevisi aturan masa jabatan kepala desa dari tahun menjadi tahun per periode adm,ribuan kepala desa melakukan aksi demo di depan gedung dpr ri jakarta selasa mereka meminta pemerintah merevisi aturan masa jabatan kepala desa dari tahun menjadi tahun per periode adm,ribuan kepala desa melakukan aksi demo di depan gedung dpr ri jakarta selasa mereka meminta pemerintah merevisi aturan masa jabatan kepala desa dari tahun menjadi tahun per periode administrasi,"['ribuan', 'kepala', 'desa', 'melakukan', 'aksi', 'demo', 'di', 'depan', 'gedung', 'dpr', 'ri', 'jakarta', 'selasa', 'mereka', 'meminta', 'pemerintah', 'merevisi', 'aturan', 'masa', 'jabatan', 'kepala', 'desa', 'dari', 'tahun', 'menjadi', 'tahun', 'per', 'periode', 'administrasi']","['ribuan', 'kepala', 'desa', 'aksi', 'demo', 'gedung', 'dpr', 'ri', 'jakarta', 'selasa', 'pemerintah', 'merevisi', 'aturan', 'jabatan', 'kepala', 'desa', 'periode', 'administrasi']","['ribu', 'kepala', 'desa', 'aksi', 'demo', 'gedung', 'dpr', 'ri', 'jakarta', 'selasa', 'perintah', 'revisi', 'atur', 'jabat', 'kepala', 'desa', 'periode', 'administrasi']","['thousand', 'head', 'village', 'action', 'demo', 'building', 'dpr', 'ri', 'jakarta', 'Tuesday', 'order', 'revision', ' set', 'title', 'head', 'village', 'period', 'administration']",0.0,Netral
